path,width,height,w/h,bha,class
images/addict/372.jpg,268,188,1.43,0.51,addict
images/addict/380.jpg,261,193,1.35,0.44,addict
images/addict/382.jpg,271,186,1.46,0.66,addict
images/addict/387.jpg,259,194,1.34,0.41,addict
images/addict/389.jpg,259,194,1.34,0.34,addict
images/addict/390.jpg,269,187,1.44,0.59,addict
images/addict/393.jpg,173,292,0.59,0.35,addict
images/addict/394.jpg,249,203,1.23,0.55,addict
images/addict/395.jpg,225,225,1.0,0.62,addict
images/addict/396.jpg,266,190,1.4,0.67,addict
images/addict/397.jpg,258,196,1.32,0.61,addict
images/addict/398.jpg,269,187,1.44,0.64,addict
images/addict/399.jpg,261,193,1.35,0.39,addict
images/addict/400.jpg,262,193,1.36,0.47,addict
images/addict/402.jpg,260,194,1.34,0.5,addict
images/addict/403.jpg,225,225,1.0,0.58,addict
images/addict/404.jpg,273,185,1.48,0.63,addict
images/addict/406.jpg,268,188,1.43,0.46,addict
images/addict/407.jpg,268,188,1.43,0.5,addict
images/addict/408.jpg,266,190,1.4,0.58,addict
images/addict/409.jpg,261,193,1.35,0.49,addict
images/addict/410.jpg,268,188,1.43,0.69,addict
images/addict/411.jpg,269,188,1.43,0.65,addict
images/addict/412.jpg,225,225,1.0,0.65,addict
images/addict/414.jpg,300,168,1.79,0.51,addict
images/addict/415.jpg,270,187,1.44,0.32,addict
images/addict/416.jpg,268,188,1.43,0.35,addict
images/addict/422.jpg,273,185,1.48,0.52,addict
images/addict/423.jpg,265,190,1.39,0.38,addict
images/addict/425.jpg,268,188,1.43,0.45,addict
images/addict/426.jpg,236,166,1.42,0.36,addict
images/addict/427.jpg,268,188,1.43,0.45,addict
images/addict/429.jpg,225,225,1.0,0.4,addict
images/addict/434.jpg,225,225,1.0,0.37,addict
images/addict/436.jpg,300,168,1.79,0.47,addict
images/addict/437.jpg,219,231,0.95,0.46,addict
images/addict/438.jpg,268,188,1.43,0.46,addict
images/addict/440.jpg,307,164,1.87,0.48,addict
images/addict/441.jpg,235,215,1.09,0.6,addict
images/addict/443.jpg,225,225,1.0,0.55,addict
images/addict/445.jpg,268,188,1.43,0.45,addict
images/addict/446.jpg,276,183,1.51,0.75,addict
images/addict/447.jpg,194,259,0.75,0.42,addict
images/addict/452.jpg,268,188,1.43,0.41,addict
images/addict/454.jpg,263,192,1.37,0.42,addict
images/addict/455.jpg,300,168,1.79,0.41,addict
images/addict/458.jpg,260,194,1.34,0.55,addict
images/addict/460.jpg,301,168,1.79,0.36,addict
images/addict/463.jpg,272,185,1.47,0.59,addict
images/addict/465.jpg,268,188,1.43,0.48,addict
images/addict/468.jpg,318,159,2.0,0.31,addict
images/addict/469.jpg,225,225,1.0,0.64,addict
images/addict/471.jpg,261,193,1.35,0.41,addict
images/addict/473.jpg,236,177,1.33,0.41,addict
images/addict/474.jpg,268,188,1.43,0.41,addict
images/alter ego_/2.jpg,250,201,1.24,0.21,alter ego_
images/alter ego_/3.jpg,232,217,1.07,0.37,alter ego_
images/alter ego_/4.jpg,225,225,1.0,0.23,alter ego_
images/alter ego_/5.jpg,241,209,1.15,0.19,alter ego_
images/alter ego_/6.jpg,238,212,1.12,0.37,alter ego_
images/alter ego_/7.jpg,238,212,1.12,0.1,alter ego_
images/alter ego_/8.jpg,237,212,1.12,0.2,alter ego_
images/alter ego_/9.jpg,163,310,0.53,0.31,alter ego_
images/alter ego_/11.jpg,174,290,0.6,0.32,alter ego_
images/alter ego_/12.jpg,174,290,0.6,0.32,alter ego_
images/alter ego_/13.jpg,258,196,1.32,0.34,alter ego_
images/alter ego_/14.jpg,226,223,1.01,0.16,alter ego_
images/alter ego_/16.jpg,239,211,1.13,0.35,alter ego_
images/alter ego_/17.jpg,217,232,0.94,0.37,alter ego_
images/alter ego_/18.jpg,259,194,1.34,0.3,alter ego_
images/alter ego_/19.jpg,143,351,0.41,0.18,alter ego_
images/alter ego_/21.jpg,229,220,1.04,0.32,alter ego_
images/alter ego_/22.jpg,238,212,1.12,0.38,alter ego_
images/alter ego_/23.jpg,258,196,1.32,0.34,alter ego_
images/alter ego_/24.jpg,238,212,1.12,0.42,alter ego_
images/alter ego_/25.jpg,236,213,1.11,0.18,alter ego_
images/alter ego_/26.jpg,225,225,1.0,0.49,alter ego_
images/alter ego_/27.jpg,168,301,0.56,0.21,alter ego_
images/alter ego_/28.jpg,237,212,1.12,0.38,alter ego_
images/alter ego_/29.jpg,228,221,1.03,0.26,alter ego_
images/alter ego_/31.jpg,238,212,1.12,0.2,alter ego_
images/alter ego_/32.jpg,232,217,1.07,0.45,alter ego_
images/alter ego_/33.jpg,226,223,1.01,0.16,alter ego_
images/alter ego_/34.jpg,238,212,1.12,0.42,alter ego_
images/alter ego_/36.jpg,300,168,1.79,0.15,alter ego_
images/alter ego_/40.jpg,239,211,1.13,0.35,alter ego_
images/alter ego_/41.jpg,217,232,0.94,0.37,alter ego_
images/alter ego_/42.jpg,259,194,1.34,0.3,alter ego_
images/alter ego_/43.jpg,143,351,0.41,0.18,alter ego_
images/alter ego_/45.jpg,250,201,1.24,0.21,alter ego_
images/alter ego_/46.jpg,229,220,1.04,0.32,alter ego_
images/alter ego_/47.jpg,238,212,1.12,0.38,alter ego_
images/alter ego_/48.jpg,238,212,1.12,0.42,alter ego_
images/alter ego_/49.jpg,236,213,1.11,0.18,alter ego_
images/alter ego_/50.jpg,225,225,1.0,0.49,alter ego_
images/alter ego_/51.jpg,168,301,0.56,0.21,alter ego_
images/alter ego_/52.jpg,237,212,1.12,0.38,alter ego_
images/alter ego_/53.jpg,228,221,1.03,0.26,alter ego_
images/alter ego_/54.jpg,232,217,1.07,0.36,alter ego_
images/alter ego_/55.jpg,238,212,1.12,0.18,alter ego_
images/alter ego_/57.jpg,232,217,1.07,0.37,alter ego_
images/alter ego_/59.jpg,238,212,1.12,0.38,alter ego_
images/alter ego_/61.jpg,238,212,1.12,0.2,alter ego_
images/alter ego_/63.jpg,232,217,1.07,0.45,alter ego_
images/alter ego_/65.jpg,238,212,1.12,0.19,alter ego_
images/alter ego_/68.jpg,225,225,1.0,0.23,alter ego_
images/alter ego_/70.jpg,238,212,1.12,0.42,alter ego_
images/alter ego_/72.jpg,300,168,1.79,0.15,alter ego_
images/alter ego_/79.jpg,241,209,1.15,0.19,alter ego_
images/alter ego_/80.jpg,238,212,1.12,0.34,alter ego_
images/alter ego_/83.jpg,174,290,0.6,0.3,alter ego_
images/alter ego_/84.jpg,163,310,0.53,0.31,alter ego_
images/alter ego_/85.jpg,237,212,1.12,0.2,alter ego_
images/alter ego_/86.jpg,480,360,1.33,0.31,alter ego_
images/alter ego_/87.jpg,247,204,1.21,0.31,alter ego_
images/alter ego_/88.jpg,250,201,1.24,0.21,alter ego_
images/alter ego_/89.jpg,143,351,0.41,0.18,alter ego_
images/alter ego_/90.jpg,300,168,1.79,0.32,alter ego_
images/alter ego_/91.jpg,238,212,1.12,0.37,alter ego_
images/alter ego_/92.jpg,236,213,1.11,0.18,alter ego_
images/alter ego_/93.jpg,229,220,1.04,0.32,alter ego_
images/alter ego_/94.jpg,223,226,0.99,0.19,alter ego_
images/alter ego_/95.jpg,217,232,0.94,0.37,alter ego_
images/alter ego_/96.jpg,225,225,1.0,0.23,alter ego_
images/alter ego_/97.jpg,241,209,1.15,0.19,alter ego_
images/alter ego_/98.jpg,232,217,1.07,0.37,alter ego_
images/alter ego_/99.jpg,258,196,1.32,0.34,alter ego_
images/alter ego_/100.jpg,238,212,1.12,0.37,alter ego_
images/alter ego_/102.jpg,238,212,1.12,0.1,alter ego_
images/alter ego_/105.jpg,225,225,1.0,0.23,alter ego_
images/alter ego_/107.jpg,238,212,1.12,0.16,alter ego_
images/alter ego_/108.jpg,238,212,1.12,0.38,alter ego_
images/alter ego_/109.jpg,224,225,1.0,0.18,alter ego_
images/alter ego_/110.jpg,259,194,1.34,0.3,alter ego_
images/alter ego_/112.jpg,231,218,1.06,0.4,alter ego_
images/alter ego_/113.jpg,237,212,1.12,0.2,alter ego_
images/alter ego_/116.jpg,622,612,1.02,0.21,alter ego_
images/alter ego_/125.jpg,163,310,0.53,0.31,alter ego_
images/alter ego_/126.jpg,238,212,1.12,0.56,alter ego_
images/alter ego_/134.jpg,238,212,1.12,0.0,alter ego_
images/alter ego_/135.jpg,850,751,1.13,0.37,alter ego_
images/alter ego_/136.jpg,850,759,1.12,0.41,alter ego_
images/alter ego_/137.jpg,1200,1112,1.08,0.38,alter ego_
images/alter ego_/138.jpg,882,763,1.16,0.23,alter ego_
images/alter ego_/139.jpg,481,396,1.21,0.31,alter ego_
images/alter ego_/140.jpg,666,630,1.06,0.42,alter ego_
images/alter ego_/141.jpg,238,212,1.12,0.18,alter ego_
images/alter ego_/142.jpg,1280,720,1.78,0.28,alter ego_
images/alter ego_/143.jpg,232,217,1.07,0.38,alter ego_
images/alter ego_/144.jpg,238,212,1.12,0.2,alter ego_
images/alter ego_/145.jpg,238,212,1.12,0.17,alter ego_
images/alter ego_/146.jpg,238,212,1.12,0.38,alter ego_
images/alter ego_/147.jpg,225,225,1.0,0.23,alter ego_
images/alter ego_/148.jpg,238,212,1.12,0.23,alter ego_
images/always has been/1.jpg,300,168,1.79,0.24,always has been
images/always has been/2.jpg,300,168,1.79,0.37,always has been
images/always has been/3.jpg,224,224,1.0,0.44,always has been
images/always has been/6.jpg,194,259,0.75,0.64,always has been
images/always has been/8.jpg,208,242,0.86,0.39,always has been
images/always has been/9.jpg,240,130,1.85,0.41,always has been
images/always has been/10.jpg,318,159,2.0,0.43,always has been
images/always has been/12.jpg,259,194,1.34,0.53,always has been
images/always has been/13.jpg,194,259,0.75,0.56,always has been
images/always has been/15.jpg,294,172,1.71,0.61,always has been
images/always has been/16.jpg,270,186,1.45,0.26,always has been
images/always has been/17.jpg,245,205,1.2,0.33,always has been
images/always has been/18.jpg,300,168,1.79,0.22,always has been
images/always has been/19.jpg,259,194,1.34,0.66,always has been
images/always has been/23.jpg,299,168,1.78,0.43,always has been
images/always has been/24.jpg,240,130,1.85,0.39,always has been
images/always has been/25.jpg,300,168,1.79,0.42,always has been
images/always has been/26.jpg,305,165,1.85,0.47,always has been
images/always has been/27.jpg,290,174,1.67,0.42,always has been
images/always has been/29.jpg,300,168,1.79,0.32,always has been
images/always has been/30.jpg,247,204,1.21,0.35,always has been
images/always has been/33.jpg,212,238,0.89,0.3,always has been
images/always has been/44.jpg,346,146,2.37,0.46,always has been
images/always has been/48.jpg,300,168,1.79,0.34,always has been
images/always has been/50.jpg,301,167,1.8,0.45,always has been
images/always has been/51.jpg,236,131,1.8,0.45,always has been
images/always has been/53.jpg,300,168,1.79,0.41,always has been
images/always has been/56.jpg,300,168,1.79,0.27,always has been
images/always has been/57.jpg,243,207,1.17,0.49,always has been
images/always has been/58.jpg,194,259,0.75,0.72,always has been
images/always has been/62.jpg,300,168,1.79,0.55,always has been
images/always has been/65.jpg,311,162,1.92,0.34,always has been
images/always has been/68.jpg,300,168,1.79,0.72,always has been
images/always has been/75.jpg,166,296,0.56,0.37,always has been
images/always has been/81.jpg,220,149,1.48,0.44,always has been
images/always has been/82.jpg,300,168,1.79,0.5,always has been
images/always has been/88.jpg,301,168,1.79,0.26,always has been
images/always has been/89.jpg,302,167,1.81,0.43,always has been
images/always has been/91.jpg,300,168,1.79,0.3,always has been
images/always has been/92.jpg,282,179,1.58,0.64,always has been
images/always has been/95.jpg,226,223,1.01,0.73,always has been
images/always has been/97.jpg,299,168,1.78,0.48,always has been
images/always has been/114.jpg,300,168,1.79,0.42,always has been
images/always has been/126.jpg,256,197,1.3,0.64,always has been
images/always has been/131.jpg,300,168,1.79,0.52,always has been
images/always has been/139.jpg,234,132,1.77,0.63,always has been
images/always has been/140.jpg,300,168,1.79,0.34,always has been
images/always has been/157.jpg,309,163,1.9,0.4,always has been
images/always has been/161.jpg,300,168,1.79,0.39,always has been
images/always has been/165.jpg,300,168,1.79,0.25,always has been
images/always has been/179.jpg,304,166,1.83,0.4,always has been
images/always has been/207.jpg,298,169,1.76,0.5,always has been
images/always has been/214.jpg,288,175,1.65,0.58,always has been
images/always has been/220.jpg,200,114,1.75,0.38,always has been
images/always has been/232.jpg,299,168,1.78,0.39,always has been
images/always has been/233.jpg,300,168,1.79,0.48,always has been
images/always has been/235.jpg,301,167,1.8,0.46,always has been
images/always has been/249.jpg,301,167,1.8,0.4,always has been
images/always has been/275.jpg,300,168,1.79,0.3,always has been
images/always has been/295.jpg,155,324,0.48,0.5,always has been
images/always has been/298.jpg,310,163,1.9,0.58,always has been
images/always has been/300.jpg,259,194,1.34,0.59,always has been
images/always has been/303.jpg,300,168,1.79,0.34,always has been
images/always has been/317.jpg,300,168,1.79,0.27,always has been
images/always has been/321.jpg,294,172,1.71,0.32,always has been
images/always has been/324.jpg,274,184,1.49,0.48,always has been
images/always has been/332.jpg,299,168,1.78,0.37,always has been
images/always has been/333.jpg,300,168,1.79,0.32,always has been
images/always has been/334.jpg,300,168,1.79,0.28,always has been
images/always has been/338.jpg,254,198,1.28,0.46,always has been
images/always has been/344.jpg,300,168,1.79,0.34,always has been
images/always has been/349.jpg,225,225,1.0,0.44,always has been
images/always has been/352.jpg,200,252,0.79,0.54,always has been
images/always has been/358.jpg,263,191,1.38,0.47,always has been
images/always has been/359.jpg,300,168,1.79,0.39,always has been
images/always has been/360.jpg,300,168,1.79,0.23,always has been
images/always has been/361.jpg,300,168,1.79,0.43,always has been
images/always has been/364.jpg,300,168,1.79,0.27,always has been
images/always has been/372.jpg,150,150,1.0,0.35,always has been
images/always has been/375.jpg,310,163,1.9,0.53,always has been
images/always has been/376.jpg,278,181,1.54,0.45,always has been
images/always has been/383.jpg,301,168,1.79,0.44,always has been
images/always has been/384.jpg,310,163,1.9,0.64,always has been
images/always has been/386.jpg,300,168,1.79,0.29,always has been
images/always has been/394.jpg,304,166,1.83,0.51,always has been
images/always has been/395.jpg,304,166,1.83,0.47,always has been
images/always has been/397.jpg,300,168,1.79,0.54,always has been
images/always has been/398.jpg,300,168,1.79,0.28,always has been
images/always has been/405.jpg,302,167,1.81,0.3,always has been
images/always has been/409.jpg,259,194,1.34,0.53,always has been
images/always has been/411.jpg,281,179,1.57,0.85,always has been
images/always has been/419.jpg,314,161,1.95,0.62,always has been
images/always has been/423.jpg,304,166,1.83,0.37,always has been
images/always has been/424.jpg,300,168,1.79,0.37,always has been
images/always has been/425.jpg,310,163,1.9,0.55,always has been
images/always has been/432.jpg,213,237,0.9,0.66,always has been
images/always has been/440.jpg,310,163,1.9,0.48,always has been
images/always has been/448.jpg,310,163,1.9,0.69,always has been
images/always has been/451.jpg,300,168,1.79,0.41,always has been
images/always has been/452.jpg,300,168,1.79,0.27,always has been
images/always has been/456.jpg,299,168,1.78,0.68,always has been
images/always has been/461.jpg,251,201,1.25,0.35,always has been
images/always has been/462.jpg,302,167,1.81,0.28,always has been
images/always has been/478.jpg,304,166,1.83,0.43,always has been
images/always has been/481.jpg,299,169,1.77,0.52,always has been
images/always has been/509.jpg,200,113,1.77,0.42,always has been
images/always has been/512.jpg,200,113,1.77,0.48,always has been
images/always has been/513.jpg,960,540,1.78,0.44,always has been
images/always has been/514.jpg,200,95,2.11,0.56,always has been
images/always has been/515.jpg,640,303,2.11,0.56,always has been
images/always has been/520.jpg,200,113,1.77,0.52,always has been
images/always has been/522.jpg,800,451,1.77,0.5,always has been
images/always has been/525.jpg,200,113,1.77,0.28,always has been
images/always has been/526.jpg,960,540,1.78,0.19,always has been
images/always has been/527.jpg,200,113,1.77,0.4,always has been
images/always has been/528.jpg,640,360,1.78,0.37,always has been
images/always has been/529.jpg,200,114,1.75,0.34,always has been
images/always has been/530.jpg,1080,616,1.75,0.33,always has been
images/always has been/534.jpg,200,113,1.77,0.47,always has been
images/always has been/535.jpg,1280,720,1.78,0.42,always has been
images/always has been/536.jpg,200,83,2.41,0.48,always has been
images/always has been/537.jpg,960,399,2.41,0.46,always has been
images/always has been/538.jpg,200,113,1.77,0.3,always has been
images/always has been/539.jpg,1920,1080,1.78,0.21,always has been
images/always has been/540.jpg,200,174,1.15,0.68,always has been
images/always has been/541.jpg,451,392,1.15,0.68,always has been
images/always has been/543.jpg,200,112,1.79,0.79,always has been
images/always has been/545.jpg,200,112,1.79,0.53,always has been
images/always has been/546.jpg,852,479,1.78,0.53,always has been
images/always has been/551.jpg,200,113,1.77,0.39,always has been
images/always has been/552.jpg,953,538,1.77,0.35,always has been
images/always has been/553.jpg,200,113,1.77,0.33,always has been
images/always has been/554.jpg,954,535,1.78,0.78,always has been
images/always has been/555.jpg,960,540,1.78,0.24,always has been
images/always has been/556.jpg,200,250,0.8,0.68,always has been
images/always has been/557.jpg,605,755,0.8,0.69,always has been
images/always has been/558.jpg,200,112,1.79,0.46,always has been
images/always has been/559.jpg,680,382,1.78,0.49,always has been
images/always has been/560.jpg,200,416,0.48,0.52,always has been
images/always has been/561.jpg,680,1416,0.48,0.52,always has been
images/always has been/562.jpg,200,112,1.79,0.35,always has been
images/always has been/563.jpg,889,499,1.78,0.28,always has been
images/always has been/564.jpg,200,96,2.08,0.39,always has been
images/always has been/565.jpg,200,112,1.79,0.26,always has been
images/always has been/566.jpg,628,301,2.09,0.34,always has been
images/always has been/567.jpg,200,112,1.79,0.49,always has been
images/always has been/568.jpg,1334,750,1.78,0.47,always has been
images/always has been/569.jpg,200,113,1.77,0.69,always has been
images/always has been/570.jpg,960,540,1.78,0.67,always has been
images/always has been/571.jpg,200,109,1.83,0.55,always has been
images/always has been/572.jpg,880,480,1.83,0.51,always has been
images/always has been/573.jpg,200,112,1.79,0.42,always has been
images/always has been/574.jpg,1334,750,1.78,0.36,always has been
images/always has been/575.jpg,200,113,1.77,0.42,always has been
images/always has been/576.jpg,888,499,1.78,0.21,always has been
images/always has been/577.jpg,960,540,1.78,0.42,always has been
images/always has been/578.jpg,200,111,1.8,0.47,always has been
images/always has been/579.jpg,1276,709,1.8,0.45,always has been
images/always has been/580.jpg,200,113,1.77,0.41,always has been
images/always has been/581.jpg,960,540,1.78,0.38,always has been
images/always has been/582.jpg,200,113,1.77,0.34,always has been
images/always has been/583.jpg,1280,720,1.78,0.28,always has been
images/always has been/584.jpg,200,111,1.8,0.41,always has been
images/always has been/585.jpg,1276,709,1.8,0.4,always has been
images/always has been/586.jpg,200,112,1.79,0.75,always has been
images/always has been/587.jpg,200,112,1.79,0.26,always has been
images/always has been/589.jpg,200,113,1.77,0.26,always has been
images/always has been/590.jpg,1920,1080,1.78,0.16,always has been
images/always has been/591.jpg,200,113,1.77,0.26,always has been
images/always has been/592.jpg,1920,1080,1.78,0.17,always has been
images/always has been/593.jpg,200,113,1.77,0.27,always has been
images/always has been/594.jpg,1920,1080,1.78,0.17,always has been
images/always has been/595.jpg,200,112,1.79,0.35,always has been
images/always has been/596.jpg,1740,976,1.78,0.35,always has been
images/always has been/597.jpg,200,109,1.83,0.55,always has been
images/always has been/598.jpg,888,499,1.78,0.17,always has been
images/always has been/599.jpg,960,523,1.84,0.54,always has been
