path,first,first_per,second,second_per,third,third_per,TF,top3_TF
images/addict/114.jpg,mococo,0.37964913,luffy,0.25526547,wojak,0.18836567,False,False
images/addict/115.jpg,addict,0.9999449,distracted boyfriend,3.862804e-05,SMEscat,9.163097e-06,True,True
images/addict/116.jpg,addict,1.0,SMEscat,9.176032e-11,two buttons,6.637204e-11,True,True
images/addict/118.jpg,two buttons,0.6679503,addict,0.3085588,SMEscat,0.0116267875,False,True
images/addict/123.jpg,addict,0.99999607,SMEscat,1.6074913e-06,luffy,1.2116083e-06,True,True
images/addict/124.jpg,addict,0.9973195,dooly,0.0022872144,SMEscat,0.00027333366,True,True
images/addict/125.jpg,addict,0.99999976,dooly,1.1150807e-07,SMEscat,4.9899942e-08,True,True
images/addict/126.jpg,addict,0.9999963,Tenacious,2.0903356e-06,wojak,7.515103e-07,True,True
images/addict/132.jpg,addict,0.97122955,Bongo Cat,0.01305306,SMEscat,0.007874612,True,True
images/addict/137.jpg,addict,0.9999757,wojak,1.7205668e-05,click,1.8375499e-06,True,True
images/addict/138.jpg,addict,0.99999976,wojak,9.62891e-08,dooly,5.5303985e-08,True,True
images/addict/141.jpg,addict,0.9987663,singha,0.0010934927,laughing wolf,5.6074136e-05,True,True
images/addict/144.jpg,addict,0.99999964,distracted boyfriend,1.9845444e-07,wojak,1.0349402e-07,True,True
images/addict/148.jpg,addict,0.99977666,wojak,0.00018031799,dont say,2.8077222e-05,True,True
images/addict/152.jpg,addict,0.93315977,thour,0.018149454,luffy,0.015161953,True,True
images/addict/156.jpg,addict,0.99992204,SMEscat,3.845877e-05,fuck yea,3.364118e-05,True,True
images/addict/157.jpg,addict,0.99990046,SMEscat,9.5178686e-05,singha,3.7597617e-06,True,True
images/addict/164.jpg,addict,1.0,SMEscat,4.958619e-08,mococo,2.5099025e-08,True,True
images/addict/166.jpg,addict,0.9933543,singha,0.005414657,Tenacious,0.00091170566,True,True
images/addict/168.jpg,addict,0.9999789,SMEscat,1.670399e-05,wojak,1.5037408e-06,True,True
images/addict/174.jpg,addict,0.9998715,SMEscat,4.345586e-05,wojak,3.3473003e-05,True,True
images/addict/185.jpg,addict,0.9999747,SMEscat,2.3342209e-05,wojak,6.1620517e-07,True,True
images/addict/196.jpg,addict,0.9951674,dooly,0.0017985281,mococo,0.0011754368,True,True
images/addict/199.jpg,addict,0.99999976,wojak,1.25617e-07,distracted boyfriend,4.611119e-08,True,True
images/addict/204.jpg,addict,0.9996038,SMEscat,0.00018207064,meet,9.745509e-05,True,True
images/addict/212.jpg,addict,0.99999905,dooly,3.6152306e-07,bob ross meme,2.7321374e-07,True,True
images/addict/214.jpg,addict,0.99994934,SMEscat,2.896302e-05,grim reaper,1.3764383e-05,True,True
images/addict/216.jpg,addict,0.81643045,wojak,0.07488144,Bongo Cat,0.022652375,True,True
images/addict/222.jpg,addict,0.99991786,gamer,3.892984e-05,SMEscat,2.235591e-05,True,True
images/addict/223.jpg,addict,0.99698454,wojak,0.0011555564,mococo,0.0007309202,True,True
images/addict/225.jpg,luffy,0.5923214,addict,0.14803308,thour,0.07619606,False,True
images/addict/230.jpg,addict,0.9999999,SMEscat,1.2296131e-07,wojak,1.6703744e-08,True,True
images/addict/235.jpg,addict,0.9984458,distracted boyfriend,0.0007588599,luffy,0.00038392967,True,True
images/addict/243.jpg,addict,0.9999944,thour,2.2704123e-06,SMEscat,1.9242316e-06,True,True
images/addict/244.jpg,addict,0.99999976,wojak,1.12127424e-07,SMEscat,9.140218e-08,True,True
images/addict/257.jpg,addict,0.99974376,study,0.00012067966,SMEscat,0.0001056403,True,True
images/addict/266.jpg,addict,0.9394668,SMEscat,0.020290073,study,0.01742718,True,True
images/addict/270.jpg,addict,0.9941169,SMEscat,0.0040297667,two buttons,0.0008962064,True,True
images/addict/274.jpg,addict,0.99152666,wojak,0.0031010807,fuck yea,0.0029730839,True,True
images/addict/276.jpg,addict,0.9984296,luffy,0.00091125123,SMEscat,0.0004018208,True,True
images/addict/277.jpg,addict,0.98739326,singha,0.008397453,dooly,0.0025910307,True,True
images/addict/283.jpg,addict,0.9998252,wojak,8.4522355e-05,SMEscat,4.3547854e-05,True,True
images/addict/284.jpg,addict,0.99997973,dont say,1.007726e-05,wojak,8.1287335e-06,True,True
images/addict/287.jpg,addict,1.0,wojak,4.379962e-10,SMEscat,1.4786186e-10,True,True
images/addict/288.jpg,addict,1.0,wojak,3.9468824e-09,distracted boyfriend,4.8289245e-10,True,True
images/addict/289.jpg,addict,0.99971,distracted boyfriend,0.00018332466,SMEscat,6.8745685e-05,True,True
images/addict/290.jpg,addict,0.9999987,SMEscat,1.1787762e-06,wojak,7.31827e-08,True,True
images/addict/291.jpg,addict,0.9999994,SMEscat,3.2841024e-07,wojak,1.00776774e-07,True,True
images/addict/292.jpg,addict,1.0,wojak,1.151757e-08,gamer,4.148116e-09,True,True
images/addict/293.jpg,addict,1.0,wojak,1.6619593e-08,SMEscat,2.1300808e-09,True,True
images/addict/294.jpg,addict,1.0,wojak,1.5417524e-09,expert,4.909059e-10,True,True
images/addict/295.jpg,addict,0.99997604,SMEscat,1.98808e-05,study,2.7336973e-06,True,True
images/addict/296.jpg,addict,0.9999962,SMEscat,2.2712804e-06,wojak,5.671074e-07,True,True
images/addict/297.jpg,addict,0.99999654,SMEscat,1.441065e-06,wojak,1.1778242e-06,True,True
images/addict/298.jpg,addict,0.9997341,SMEscat,0.00016288515,distracted boyfriend,6.122259e-05,True,True
images/addict/299.jpg,addict,1.0,wojak,3.3421754e-10,fuck yea,3.5142916e-11,True,True
images/addict/300.jpg,addict,0.9999895,SMEscat,5.661421e-06,study,1.9993904e-06,True,True
images/addict/301.jpg,addict,1.0,SMEscat,4.4667257e-09,wojak,3.942398e-09,True,True
images/addict/302.jpg,addict,1.0,wojak,1.2292795e-08,distracted boyfriend,8.2328955e-10,True,True
images/addict/303.jpg,addict,1.0,wojak,1.0720222e-09,SMEscat,5.9705366e-11,True,True
images/addict/304.jpg,addict,0.9999958,mococo,2.3496282e-06,dooly,1.4582761e-06,True,True
images/addict/305.jpg,addict,1.0,wojak,4.9755857e-09,SMEscat,5.778948e-10,True,True
images/addict/306.jpg,addict,1.0,wojak,2.6984726e-10,fuck yea,7.625488e-11,True,True
images/addict/307.jpg,addict,1.0,wojak,2.5139981e-09,SMEscat,2.0925102e-09,True,True
images/addict/308.jpg,addict,0.99998915,SMEscat,7.3557962e-06,dooly,2.5293969e-06,True,True
images/addict/309.jpg,addict,0.99999917,gamer,3.482996e-07,SMEscat,2.2498422e-07,True,True
images/addict/310.jpg,addict,0.9999988,SMEscat,8.953139e-07,wojak,1.9467821e-07,True,True
images/addict/311.jpg,addict,1.0,wojak,4.475815e-10,SMEscat,2.0980483e-10,True,True
images/addict/312.jpg,addict,1.0,wojak,2.0177193e-10,SMEscat,5.123913e-12,True,True
images/addict/313.jpg,addict,0.9954105,luffy,0.0031389769,dooly,0.0013852491,True,True
images/addict/314.jpg,addict,1.0,wojak,8.6251867e-10,SMEscat,4.0035097e-10,True,True
images/addict/315.jpg,addict,0.9934769,wojak,0.0027571968,SMEscat,0.0014265298,True,True
images/addict/316.jpg,addict,0.9922329,SMEscat,0.006835736,luffy,0.00024207254,True,True
images/addict/317.jpg,addict,1.0,study,1.9709061e-08,wojak,4.7965236e-09,True,True
images/addict/318.jpg,addict,0.9999995,two buttons,3.8232633e-07,frog,4.4078387e-08,True,True
images/addict/319.jpg,addict,0.9999925,wojak,5.994692e-06,laughing wolf,6.558216e-07,True,True
images/addict/320.jpg,addict,0.99999976,wojak,1.4893907e-07,fuck yea,4.4833374e-08,True,True
images/addict/321.jpg,addict,0.9999894,SMEscat,9.804743e-06,dooly,3.5920772e-07,True,True
images/addict/322.jpg,addict,0.9988576,wojak,0.0008179113,study,0.00011631635,True,True
images/addict/323.jpg,addict,0.9999863,dont say,4.9553614e-06,SMEscat,3.6106e-06,True,True
images/addict/324.jpg,addict,1.0,SMEscat,2.2265283e-08,study,1.689233e-08,True,True
images/addict/325.jpg,addict,0.9997681,gamer,0.00015623998,wojak,3.6352958e-05,True,True
images/addict/326.jpg,addict,0.999923,wojak,6.5015236e-05,SMEscat,7.870967e-06,True,True
images/addict/327.jpg,addict,1.0,two buttons,8.240955e-10,dooly,4.794198e-10,True,True
images/addict/328.jpg,addict,0.9997365,wojak,0.00024457704,SMEscat,8.764605e-06,True,True
images/addict/330.jpg,addict,0.99993813,SMEscat,2.6579817e-05,frog,2.5728013e-05,True,True
images/addict/331.jpg,addict,0.9862351,singha,0.0067156935,luffy,0.004891345,True,True
images/addict/332.jpg,addict,0.94938624,dont say,0.016673038,Bongo Cat,0.016167572,True,True
images/addict/334.jpg,addict,0.97584313,wojak,0.011414416,SMEscat,0.0041244836,True,True
images/addict/337.jpg,addict,0.8913034,dooly,0.0812646,wojak,0.012134823,True,True
images/addict/338.jpg,addict,1.0,two buttons,3.840195e-09,SMEscat,3.7926258e-09,True,True
images/addict/339.jpg,addict,0.9999976,SMEscat,2.1959352e-06,wojak,1.3612984e-07,True,True
images/addict/345.jpg,addict,0.99999344,wojak,2.6815649e-06,dooly,2.3268597e-06,True,True
images/addict/347.jpg,addict,0.93315977,thour,0.018149454,luffy,0.015161953,True,True
images/addict/348.jpg,addict,0.999426,wojak,0.00043185367,luffy,6.367774e-05,True,True
images/addict/349.jpg,addict,0.9999995,wojak,3.4484353e-07,SMEscat,9.924845e-08,True,True
images/addict/350.jpg,addict,0.9999479,SMEscat,2.15849e-05,distracted boyfriend,1.2300312e-05,True,True
images/addict/351.jpg,addict,0.99999464,wojak,4.3473665e-06,SMEscat,3.442271e-07,True,True
images/addict/354.jpg,addict,0.99999976,SMEscat,2.674029e-07,two buttons,4.3137796e-08,True,True
images/addict/357.jpg,addict,0.7759941,SMEscat,0.096045025,thour,0.07875218,True,True
images/addict/358.jpg,addict,0.9999999,SMEscat,1.2296131e-07,wojak,1.6703744e-08,True,True
images/addict/361.jpg,addict,0.9926817,wojak,0.006813052,study,0.00043888748,True,True
images/addict/362.jpg,addict,0.9824531,meet,0.0034916773,study,0.0033291914,True,True
images/addict/367.jpg,addict,1.0,SMEscat,4.7802594e-08,dooly,1.099356e-08,True,True
images/addict/369.jpg,addict,0.99974376,study,0.00012067966,SMEscat,0.0001056403,True,True
images/addict/372.jpg,addict,0.9999987,SMEscat,8.2710727e-07,wojak,2.6030528e-07,True,True
images/addict/380.jpg,addict,0.9999988,two buttons,8.8802886e-07,frog,2.0705468e-07,True,True
images/addict/382.jpg,addict,0.9999964,wojak,2.8375641e-06,laughing wolf,4.661164e-07,True,True
images/addict/387.jpg,addict,0.9941507,SMEscat,0.0037645444,wojak,0.0011454159,True,True
images/addict/389.jpg,addict,0.999969,dooly,1.2800161e-05,SMEscat,9.222882e-06,True,True
images/addict/390.jpg,addict,0.99916506,SMEscat,0.00064946327,distracted boyfriend,7.276237e-05,True,True
images/addict/393.jpg,addict,0.99923193,wojak,0.00053982163,fuck yea,9.434651e-05,True,True
images/addict/394.jpg,addict,0.9999385,dont say,2.4626623e-05,fuck yea,1.5704369e-05,True,True
images/addict/395.jpg,addict,0.9999683,wojak,2.7440155e-05,mococo,1.3973495e-06,True,True
images/addict/396.jpg,addict,0.99991846,wojak,4.341358e-05,mococo,1.1761154e-05,True,True
images/addict/397.jpg,addict,0.99721116,thour,0.0016009241,luffy,0.0011082886,True,True
images/addict/398.jpg,addict,0.9999999,dooly,3.9380488e-08,SMEscat,3.931887e-08,True,True
images/addict/399.jpg,addict,0.9999852,SMEscat,1.1972826e-05,nyan cat,6.997492e-07,True,True
images/addict/400.jpg,addict,0.9999995,wojak,2.2648327e-07,shut up,5.5180593e-08,True,True
images/addict/402.jpg,addict,0.99991477,mococo,6.32684e-05,dooly,1.7459395e-05,True,True
images/addict/403.jpg,addict,0.9999958,wojak,1.2391689e-06,luffy,8.2548786e-07,True,True
images/addict/404.jpg,addict,1.0,gamer,4.3363153e-09,wojak,4.1197783e-09,True,True
images/addict/406.jpg,addict,0.9998888,gamer,7.101031e-05,distracted boyfriend,2.2283846e-05,True,True
images/addict/407.jpg,addict,0.99999046,SMEscat,8.620945e-06,wojak,5.1359757e-07,True,True
images/addict/408.jpg,addict,0.99819463,SMEscat,0.0003785411,mococo,0.0003395349,True,True
images/addict/409.jpg,addict,0.99945897,study,0.00034714406,gamer,0.00015108053,True,True
images/addict/410.jpg,addict,0.9998584,luffy,0.000107832224,distracted boyfriend,1.6485526e-05,True,True
images/addict/411.jpg,addict,1.0,wojak,5.590393e-09,expert,4.5575768e-10,True,True
images/addict/412.jpg,addict,0.78673977,luffy,0.07641384,Bongo Cat,0.04355986,True,True
images/addict/414.jpg,addict,0.9997048,distracted boyfriend,0.00021642626,SMEscat,4.8532318e-05,True,True
images/addict/415.jpg,addict,1.0,wojak,3.3406234e-08,fuck yea,1.6031452e-08,True,True
images/addict/416.jpg,addict,1.0,SMEscat,3.8308965e-09,wojak,4.941676e-10,True,True
images/addict/422.jpg,addict,0.9998839,SMEscat,6.4216554e-05,fuck yea,4.294004e-05,True,True
images/addict/423.jpg,addict,0.99999225,distracted boyfriend,7.05933e-06,wojak,6.235118e-07,True,True
images/addict/425.jpg,addict,0.9999924,dont say,3.869386e-06,wojak,2.98932e-06,True,True
images/addict/426.jpg,addict,0.99999,wojak,8.578556e-06,luffy,3.7637807e-07,True,True
images/addict/427.jpg,addict,0.99999523,SMEscat,3.283501e-06,wojak,5.098705e-07,True,True
images/addict/429.jpg,addict,0.9998197,luffy,6.0015183e-05,wojak,4.1010608e-05,True,True
images/addict/434.jpg,addict,0.99838805,vsdoge,0.0004951484,luffy,0.0002586669,True,True
images/addict/436.jpg,addict,0.9984793,SMEscat,0.00065653113,expert,0.0004488916,True,True
images/addict/437.jpg,addict,0.9328775,wojak,0.042035826,fuck yea,0.0149999205,True,True
images/addict/438.jpg,addict,0.99998546,SMEscat,1.2702455e-05,laughing wolf,1.1553386e-06,True,True
images/addict/440.jpg,addict,0.99406,wojak,0.0015849228,vsdoge,0.0010766749,True,True
images/addict/441.jpg,addict,0.9963392,vsdoge,0.0014347935,noanswer,0.0010927246,True,True
images/addict/443.jpg,addict,0.90574723,SMEscat,0.081282906,meet,0.0064026257,True,True
images/addict/445.jpg,addict,0.99999976,dooly,1.1150807e-07,SMEscat,4.9899942e-08,True,True
images/addict/446.jpg,addict,0.99093527,SMEscat,0.0023632173,study,0.002047995,True,True
images/addict/447.jpg,addict,0.98862445,SMEscat,0.010595777,distracted boyfriend,0.0002988452,True,True
images/addict/452.jpg,addict,0.99994695,distracted boyfriend,3.7042024e-05,SMEscat,8.535776e-06,True,True
images/addict/454.jpg,addict,0.9999654,distracted boyfriend,2.555904e-05,wojak,8.056996e-06,True,True
images/addict/455.jpg,addict,0.99977666,wojak,0.00018031799,dont say,2.8077222e-05,True,True
images/addict/458.jpg,addict,0.99998295,dooly,1.1756396e-05,wojak,1.6705071e-06,True,True
images/addict/460.jpg,addict,0.9999949,wojak,1.4481011e-06,study,1.4041356e-06,True,True
images/addict/463.jpg,addict,1.0,SMEscat,3.5910478e-08,distracted boyfriend,1.2873748e-08,True,True
images/addict/465.jpg,addict,0.99999833,laughing wolf,1.1394162e-06,luffy,1.4674936e-07,True,True
images/addict/468.jpg,addict,0.9999012,two buttons,4.5211098e-05,wojak,2.9719375e-05,True,True
images/addict/469.jpg,addict,0.9315479,wojak,0.033862416,Bongo Cat,0.019634457,True,True
images/addict/471.jpg,addict,1.0,SMEscat,4.958619e-08,mococo,2.5099025e-08,True,True
images/addict/473.jpg,addict,0.9999902,SMEscat,6.7437204e-06,nyan cat,8.954275e-07,True,True
images/addict/474.jpg,addict,0.9999999,SMEscat,8.740627e-08,wojak,1.7453622e-09,True,True
images/alter ego_/2.jpg,alter ego_,0.9999918,dooly,7.1880636e-06,thour,4.4439787e-07,True,True
images/alter ego_/3.jpg,alter ego_,0.9962314,dooly,0.0015402423,Bongo Cat,0.0010236291,True,True
images/alter ego_/4.jpg,alter ego_,0.99999976,SMEscat,1.5676406e-07,vsdoge,1.4160426e-07,True,True
images/alter ego_/5.jpg,alter ego_,0.9999924,dooly,3.2396347e-06,nyan cat,1.4969874e-06,True,True
images/alter ego_/6.jpg,alter ego_,0.9997135,SMEscat,0.00013730089,click,5.4554755e-05,True,True
images/alter ego_/7.jpg,alter ego_,0.99999,dooly,4.6204145e-06,thour,1.4987994e-06,True,True
images/alter ego_/8.jpg,alter ego_,0.9999994,dooly,2.402806e-07,click,1.4092575e-07,True,True
images/alter ego_/9.jpg,alter ego_,0.99963737,Bongo Cat,9.696276e-05,click,6.2535895e-05,True,True
images/alter ego_/11.jpg,alter ego_,0.9999105,nyan cat,6.216482e-05,thour,1.42189865e-05,True,True
images/alter ego_/12.jpg,alter ego_,0.9999105,nyan cat,6.216482e-05,thour,1.42189865e-05,True,True
images/alter ego_/13.jpg,alter ego_,0.99791294,wojak,0.00062601967,dooly,0.00041823665,True,True
images/alter ego_/14.jpg,alter ego_,0.99999595,dooly,3.1379402e-06,nyan cat,6.314255e-07,True,True
images/alter ego_/16.jpg,alter ego_,0.99725276,wojak,0.0011847316,Bongo Cat,0.00097331096,True,True
images/alter ego_/17.jpg,alter ego_,0.91079146,click,0.0885394,dooly,0.0003123582,True,True
images/alter ego_/18.jpg,alter ego_,0.9975413,dooly,0.0018378071,wojak,0.00030724175,True,True
images/alter ego_/19.jpg,alter ego_,0.9998272,SMEscat,0.00014838493,dooly,1.045368e-05,True,True
images/alter ego_/21.jpg,alter ego_,0.9997292,click,0.0001596536,wojak,3.7268077e-05,True,True
images/alter ego_/22.jpg,alter ego_,0.99970406,click,0.00023852552,vsdoge,2.8863393e-05,True,True
images/alter ego_/23.jpg,alter ego_,0.99791294,wojak,0.00062601967,dooly,0.00041823665,True,True
images/alter ego_/24.jpg,alter ego_,0.9966433,wojak,0.0013254018,Bongo Cat,0.0011309506,True,True
images/alter ego_/25.jpg,alter ego_,0.9999949,dooly,2.3411083e-06,nyan cat,9.898329e-07,True,True
images/alter ego_/26.jpg,alter ego_,0.9995888,Bongo Cat,0.00015111241,nyan cat,0.00013543987,True,True
images/alter ego_/27.jpg,alter ego_,0.99430263,thour,0.0033958736,dooly,0.0013908568,True,True
images/alter ego_/28.jpg,alter ego_,0.95908684,wojak,0.019440694,luffy,0.0032856162,True,True
images/alter ego_/29.jpg,alter ego_,0.9999802,click,8.136843e-06,Bongo Cat,3.7722589e-06,True,True
images/alter ego_/31.jpg,alter ego_,0.99999917,nyan cat,4.3636254e-07,dooly,1.581281e-07,True,True
images/alter ego_/32.jpg,alter ego_,0.99987376,mococo,7.13041e-05,wojak,2.0056243e-05,True,True
images/alter ego_/33.jpg,alter ego_,0.99999595,dooly,3.1379402e-06,nyan cat,6.314255e-07,True,True
images/alter ego_/34.jpg,alter ego_,0.9999646,wojak,1.3610966e-05,Bongo Cat,8.841583e-06,True,True
images/alter ego_/36.jpg,alter ego_,0.99955565,dooly,0.0003444675,meet,5.545809e-05,True,True
images/alter ego_/40.jpg,alter ego_,0.99725276,wojak,0.0011847316,Bongo Cat,0.00097331096,True,True
images/alter ego_/41.jpg,alter ego_,0.91079146,click,0.0885394,dooly,0.0003123582,True,True
images/alter ego_/42.jpg,alter ego_,0.9975413,dooly,0.0018378071,wojak,0.00030724175,True,True
images/alter ego_/43.jpg,alter ego_,0.9998272,SMEscat,0.00014838493,dooly,1.045368e-05,True,True
images/alter ego_/45.jpg,alter ego_,0.9999918,dooly,7.1880636e-06,thour,4.4439787e-07,True,True
images/alter ego_/46.jpg,alter ego_,0.9997292,click,0.0001596536,wojak,3.7268077e-05,True,True
images/alter ego_/47.jpg,alter ego_,0.99970406,click,0.00023852552,vsdoge,2.8863393e-05,True,True
images/alter ego_/48.jpg,alter ego_,0.9966433,wojak,0.0013254018,Bongo Cat,0.0011309506,True,True
images/alter ego_/49.jpg,alter ego_,0.9999949,dooly,2.3411083e-06,nyan cat,9.898329e-07,True,True
images/alter ego_/50.jpg,alter ego_,0.9995888,Bongo Cat,0.00015111241,nyan cat,0.00013543987,True,True
images/alter ego_/51.jpg,alter ego_,0.99430263,thour,0.0033958736,dooly,0.0013908568,True,True
images/alter ego_/52.jpg,alter ego_,0.95908684,wojak,0.019440694,luffy,0.0032856162,True,True
images/alter ego_/53.jpg,alter ego_,0.9999802,click,8.136843e-06,Bongo Cat,3.7722589e-06,True,True
images/alter ego_/54.jpg,alter ego_,0.9702068,Bongo Cat,0.02756083,wojak,0.001423553,True,True
images/alter ego_/55.jpg,alter ego_,0.9999893,dooly,3.2732673e-06,nyan cat,2.757422e-06,True,True
images/alter ego_/57.jpg,alter ego_,0.9962314,dooly,0.0015402423,Bongo Cat,0.0010236291,True,True
images/alter ego_/59.jpg,meet,0.790762,click,0.11931364,wojak,0.028656453,False,False
images/alter ego_/61.jpg,alter ego_,0.99999917,nyan cat,4.3636254e-07,dooly,1.581281e-07,True,True
images/alter ego_/63.jpg,alter ego_,0.99987376,mococo,7.13041e-05,wojak,2.0056243e-05,True,True
images/alter ego_/65.jpg,alter ego_,0.9998534,click,0.0001311828,SMEscat,8.942003e-06,True,True
images/alter ego_/68.jpg,alter ego_,0.99999976,SMEscat,1.5676406e-07,vsdoge,1.4160426e-07,True,True
images/alter ego_/70.jpg,alter ego_,0.9999646,wojak,1.3610966e-05,Bongo Cat,8.841583e-06,True,True
images/alter ego_/72.jpg,alter ego_,0.99955565,dooly,0.0003444675,meet,5.545809e-05,True,True
