file,ssi,hash,cor,chi,inter,bha
31.jpg,0.4401735668977977,24.0,0.05835080333094331,193.7128008300191,0.6762388715869747,0.7537850992823232
32.jpg,0.38076804291242095,26.0,0.0842845403835654,276.4368108809108,1.3267609060567338,0.6772571435055675
33.jpg,0.3333907229571186,22.0,0.0507715187567463,403.7908934827642,0.25182690168730915,0.8613514528798933
34.jpg,,,,,,
35.jpg,0.5844200241985502,2.0,0.33565602773450504,7.849029048653721,1.5920667120808503,0.5003749630113915
36.jpg,0.3209183618950856,30.0,0.29003635238665904,26.1554574463393,0.9409081873527612,0.6340709295412381
37.jpg,0.39331944884639436,16.0,0.4836691957752442,96.37569206187325,3.4032318386016414,0.46643791750284525
38.jpg,0.38804768703684694,12.0,0.0610715780836046,659.787712735406,1.2156184264604235,0.7594788863649511
39.jpg,0.33725376951460434,24.0,0.004830925671111489,551.9909362311972,0.3281633168080589,0.899748555107355
40.jpg,0.14964452180889315,40.0,0.07231638979118551,32.337600541774165,0.26329941862786654,0.8583325226460802
41.jpg,0.4504178139103335,8.0,0.10904633047578093,552.3855970182008,1.8003533265073202,0.6356157301684846
42.jpg,0.16177864895275795,40.0,0.06068773252372449,41.230007017523036,0.18353422745713033,0.8832809330213576
43.jpg,0.19063484038806416,38.0,0.032490105201429156,37.82170465594582,0.11449814694788074,0.9460363568804059
44.jpg,0.14495134380141414,36.0,0.04028709214329907,17.61016472144061,0.10285099485190585,0.9494232788552908
45.jpg,0.14306453177727985,28.0,0.042511447511061305,3306.9226858786365,0.09902824564051116,0.9382714945117996
46.jpg,0.2324513198777557,30.0,0.05558774611809839,109.87470378538552,0.10682166902915924,0.9246552302029513
47.jpg,0.14091224684529136,30.0,0.049082934075510815,62.74805519219261,0.16136288463894743,0.9045080972963307
48.jpg,0.16943087178274704,30.0,0.009771365508650947,461.2995335253618,0.28144473127031233,0.9190139320651028
49.jpg,0.2517927520048733,28.0,0.07964865114967179,96.12933959404651,0.8913871491677128,0.7694260300655541
50.jpg,,,,,,
51.jpg,0.11295173944024334,28.0,-0.009176168069619366,16780.81322941369,1.1646424861392006,0.8705174959720047
52.jpg,0.37823080314058594,32.0,0.04921847836600803,1254.108110058496,0.12256704887113301,0.9356528463906932
53.jpg,,,,,,
54.jpg,0.36422641973483416,22.0,0.04070806218942464,3228.2692455958872,0.12574080054400838,0.9458329098272167
55.jpg,0.4147035003127944,32.0,0.11799799844908114,16.59657166109099,0.38345402037521126,0.7879283947703629
56.jpg,0.15274080965975032,36.0,0.03153877233215657,1947.578091380711,0.12906626428593881,0.9487569487767334
57.jpg,0.3319891479075553,22.0,0.04160596012941369,1414.273595718143,0.36454010222951183,0.8810540191416705
58.jpg,0.2627474746480484,26.0,0.10639980482705891,606.6804445188128,1.3885756643285276,0.7250783342811334
59.jpg,0.40200858548383794,28.0,0.0003733590984950837,5.362070668336342,0.05339105427992763,0.9825330581709707
60.jpg,0.3848538059593075,28.0,0.043241022498761494,3061.0577659596424,0.19798509406246012,0.9168707353900503
61.jpg,0.25100335089122194,34.0,0.03089015551483414,17998.920334343762,1.9149524917884264,0.800606252615991
62.jpg,0.34453850227622473,28.0,0.03219671788714652,16547.946125900995,0.8316587079607416,0.8639049789531656
63.jpg,,,,,,
64.jpg,0.3054023802128392,26.0,0.4214841469381592,42.515949720760865,3.4200274641043507,0.43288169002518007
65.jpg,0.33135520182911127,24.0,0.06296341123227639,200.53023376630765,0.8969493133918149,0.7329606132802913
66.jpg,0.27695186857763576,30.0,0.07385791974974464,1848.8777527068428,1.6452045778714819,0.7517504982322966
67.jpg,0.15588758166796793,28.0,0.00044287248621591716,2241.4098777130944,0.42480049695586786,0.920237131431884
68.jpg,0.2544180838090903,34.0,0.024983389127874834,11120.06470731731,0.1066779143657186,0.9519257354415472
69.jpg,0.2239330234800246,36.0,0.05678461712496873,19.390905907097743,0.13476333175458421,0.923886592101673
70.jpg,0.3717104032067528,32.0,0.04436106361792492,1172.3852527555318,0.11668071562598925,0.9318216246122648
71.jpg,,,,,,
72.jpg,0.32612949739280855,26.0,0.07739096897176939,313.41364536006813,1.2737830823170952,0.6956311502290361
73.jpg,0.2343235223864291,38.0,0.08279452654704016,49.80908818548597,1.1563243295822758,0.733637041259864
74.jpg,0.3855058105584778,34.0,0.4051789964300691,344.9591243146312,2.3175975840858882,0.5930628221845965
75.jpg,0.5286190288289023,12.0,0.6460492009960312,4.9767725249698165,2.8278371894848533,0.36009337833565525
76.jpg,0.35721361616587344,4.0,0.6270811231946554,35.44846952123087,3.6784539572545327,0.39039144337220316
77.jpg,0.5114128612657922,6.0,0.44439042200676326,8.689079501445981,1.945553939891397,0.47473433066143994
78.jpg,0.5132188983035149,8.0,0.224540632361461,5441.533858115659,1.2366384376073256,0.7734162076134485
79.jpg,0.3928647567576293,10.0,0.13743214216694546,32.89670655436719,1.1990511526237242,0.6783950057136817
80.jpg,0.5060178325337374,8.0,0.7082217734199381,27.271019988062502,4.43436293702689,0.3088955422561943
81.jpg,0.4443140765762404,10.0,0.10122596613074236,585.7430996853717,1.758649096795125,0.6647905442534056
82.jpg,0.4916889590584685,6.0,0.9552964270893614,3.9788178620758976,4.28677230195899,0.25119590881234544
83.jpg,0.4749213840400429,8.0,0.5650916945410414,37.47224634014402,3.00451530895225,0.44228946903299254
84.jpg,0.7305653036902512,6.0,0.7798701823626673,18.91190784760172,4.473407845245674,0.3017189863716335
85.jpg,0.599523555698346,20.0,0.8040176767290532,4.025018575070506,1.1330902106201393,0.6232070124644178
86.jpg,0.546891310078107,10.0,0.3997971776250952,5.673264877886446,0.9127990117049194,0.6158536061367657
87.jpg,0.3870852899391609,36.0,-0.0009470290916619292,10952.627125175077,0.4291246559587307,0.8858356574894233
88.jpg,0.30517550763921203,32.0,0.009366541662454115,149.35919846327468,0.6295316855394049,0.8289644012592533
89.jpg,0.21841809463264125,34.0,0.10764659055284388,1513.0541607212972,0.4943896220938768,0.7843202304413097
90.jpg,0.3346319156661738,26.0,0.10637036015059169,3277.8284599547724,1.9099252376472577,0.6758214459258207
91.jpg,0.4045860165023008,14.0,0.749925300904884,17.319438219567292,4.04339048100519,0.3280497760615468
92.jpg,0.35044098124378564,44.0,0.3949366103812628,9.63002597806426,0.8599274723092094,0.6927322216849106
93.jpg,0.27887541192429166,24.0,0.15544188641939696,339.09286491782626,2.0742349714855663,0.6283572390772636
94.jpg,0.33678918497740024,26.0,0.12396466045528524,77.48018116145728,1.246162532013841,0.6916732372307732
95.jpg,0.11424848206850845,30.0,0.05659605030122582,119.39758399394698,0.6309917498292634,0.8230246486847811
96.jpg,0.21073117875991865,24.0,0.4363183438397615,138.44573884230445,2.4568014863471035,0.5676703504909557
97.jpg,0.7820692995663358,10.0,0.6696116488507353,20.263516340062502,4.044793117616791,0.3345630832952953
98.jpg,0.29155397449851556,28.0,0.06499421420977135,582.0354953040203,0.7452639235125389,0.7937113744435922
99.jpg,0.3372414197054018,26.0,0.05714697580818116,323.41735243262156,0.8996851288538892,0.7535231748608325
100.jpg,0.15336635725822984,12.0,0.08279989112814504,22.2321708362542,1.0664225672371686,0.6870276072973212
101.jpg,0.34769425785608365,32.0,0.07528212254119893,60.01671884868395,0.6984288177409326,0.7444471599925564
102.jpg,0.2876873339081782,34.0,0.4587194431290985,25.45868257752254,2.0944591271108948,0.5011144367349988
103.jpg,0.5154375939040997,6.0,0.5628412002549477,18.17665804641578,3.0553063925690367,0.40821652920533025
104.jpg,0.0965300806532946,30.0,0.0528472750235605,58.78742808539162,0.1462729953964299,0.9107608164146221
105.jpg,0.33487525516870403,28.0,0.022027041756573676,2175.9286554403134,0.6473583042097744,0.8552916535187796
106.jpg,0.2814989988411749,26.0,0.03953582718535321,548.3781301646397,0.18348636405426078,0.9483981857556979
107.jpg,0.29237979722822477,32.0,0.29780491662274283,33.75852754503947,2.3338249204607564,0.5151044944568375
108.jpg,0.1803424191011879,32.0,0.22446221166327673,52.90662137398883,2.1040530959144235,0.5790554804655493
109.jpg,,,,,,
110.jpg,0.37545671465954117,26.0,0.6083412750052117,3.65655204085402,2.473098518559709,0.41306435441490796
111.jpg,0.14451944511294348,20.0,0.03975064924473965,7235.447713314464,1.66905691876309,0.7985903165117502
112.jpg,0.38574537645246054,40.0,0.16918770894559926,24.281586749092725,1.1529771619716485,0.6286248233281344
113.jpg,0.28161672812713723,30.0,0.10045082393845635,200.8645330893902,0.7496216561739857,0.7015612948324075
114.jpg,0.2831849016554472,24.0,0.18904170394275785,47.86101854631202,0.7324002674140502,0.7404103655085424
115.jpg,0.14011724676002485,18.0,0.3897016046659239,25.19274891603677,2.5313600305380533,0.584752459547413
116.jpg,0.08593217520486979,28.0,0.052347285744611324,222.7274597523885,0.20701893365185242,0.9085518426954379
117.jpg,0.29934565054847917,30.0,0.7097699789692637,81.26454849598841,4.489677117409883,0.38245637052989323
118.jpg,0.2946802441976512,30.0,0.29694988037009323,55.69838682067934,2.1031078250089195,0.6006454284800469
119.jpg,0.33523273601621734,30.0,0.41420254105074417,20.742312900027013,1.2340727392584085,0.6978867397084675
120.jpg,0.28469710122243747,24.0,0.19691312362750907,712.323822806183,2.0959451896196697,0.671399940643683
121.jpg,0.3847763913292414,28.0,0.060790866862901916,201.5525796257148,0.6896364573185565,0.8041909882631206
122.jpg,0.4606177504893403,30.0,0.6079305141842994,43.90036998919363,2.4874557957373327,0.5104935507749858
123.jpg,0.38086325356358247,36.0,7.562273828946822e-05,944.6162355524499,0.16405850059891236,0.9075645114658334
124.jpg,1.0,0.0,1.0,0.0,5.26872397121042,0.0
125.jpg,0.467468955159184,30.0,-9.320463865576817e-05,914.3244224875577,0.03233079860729049,0.9721065815120127
126.jpg,0.37707340422042385,32.0,0.054910662935392984,169.31667923786094,0.40975558015634306,0.8563073588514108
127.jpg,0.24529946402708833,32.0,0.023772168542063255,283.80893725602294,0.7485131868452299,0.7938053940954691
128.jpg,0.35481657289952356,26.0,0.0035536281008912343,7605.357620314466,0.3761405471377657,0.8906448866276698
129.jpg,0.35807179211266177,36.0,0.07775844534312121,38.947987971532775,0.5892920512196724,0.753015006711137
130.jpg,0.1185234192091487,30.0,0.05752499059667614,288.0929338479982,0.6895082520786673,0.8157780860651265
131.jpg,0.40341489497315686,32.0,0.015115029811209246,9024.111527982757,0.5715716323757078,0.8761426981838122
132.jpg,0.3735317817883425,24.0,0.12543483610233386,282.4473447842757,1.909818200758309,0.651664842686245
133.jpg,0.20749468661663156,34.0,0.0665354060135895,118.09097189276348,0.23639721492509125,0.8427012074102271
134.jpg,0.4150994740402093,36.0,-0.001744012309805639,3900.027865121311,0.05852675882852054,0.9690408291046152
135.jpg,0.32084451029162087,18.0,0.3998254988305612,9805.659730102749,3.2191581654478796,0.5435134527154799
136.jpg,0.15178656430936538,30.0,0.12940861470431,81755.17889276244,2.9084471681853756,0.790295412275436
137.jpg,0.2621845268979279,26.0,0.04689034332598758,1204.5060280797827,0.5597213546425337,0.8403785797989907
138.jpg,0.32342027813044305,28.0,0.004367554233693218,3207.6259345875296,0.22484404389979318,0.9094033680465765
139.jpg,0.46531405179252683,34.0,0.0008918173883817178,9568.017416509187,0.15075416526269692,0.9054489434655991
140.jpg,0.502796131614777,28.0,-0.001341423672014159,9563.420355003655,0.02707814380664786,0.9784829125923812
141.jpg,0.3364326055126297,24.0,0.06385896452664955,584.2518458212229,0.7517847006092779,0.7814214345021668
142.jpg,0.12184575533699651,38.0,0.05209444580881987,4041.6110274166626,1.7175896345288493,0.7838120867469731
143.jpg,0.22151553593467072,26.0,0.0569903744144215,58.20216571505108,0.4847951583433314,0.8251982077469554
144.jpg,0.35213352901610173,30.0,-0.003771123783148991,2681.2172900163605,0.2404374375619227,0.9418412164840465
145.jpg,0.09254866107373842,36.0,0.05374381044893946,2676.9396979799017,1.2236200870247558,0.8380849821951698
146.jpg,0.31961719849384984,36.0,-0.000864307499091562,4810.958059145303,0.10641946051327977,0.9526224672134672
147.jpg,0.2195245441063393,32.0,0.0024165800138309266,30943.432346669575,1.637254877918167,0.8301960418199461
148.jpg,0.42755201876763477,28.0,-0.004803533870049171,14119.15509260644,0.3200546776934061,0.9344674806223287
149.jpg,,,,,,
150.jpg,0.12699807794823004,36.0,0.0715784762438695,4844.962747548682,2.2057950482994784,0.7391203457983146
151.jpg,0.17981892305160618,34.0,0.008055986942587868,4801.514728212871,0.31859203242129297,0.8686073068393437
152.jpg,0.3389337171934405,30.0,0.0010278005181124964,976.2967448522907,0.24308531063798,0.8935124650532391
153.jpg,0.25502410096935846,26.0,0.05942198257794728,23.53113079647666,0.6679599026829237,0.7680543645080243
154.jpg,0.4041410820432085,36.0,0.05650075589102895,22.111377323646654,0.31325454919351614,0.8440286380812454
155.jpg,0.22604703546317986,30.0,-0.006127333694593344,4298.730081066511,0.9105777505319566,0.8676999512388175
156.jpg,0.324154924998355,36.0,-0.0008619834663012508,1641.113252565022,0.08792057321988977,0.9701828804125383
157.jpg,0.19582478940110604,26.0,0.012234371431801613,3935.168688696566,1.1565615113941021,0.8121236816215549
158.jpg,0.30895159766900004,38.0,0.0018456172742589854,4452.940552599691,0.7034161278279498,0.8659657793950409
159.jpg,0.16163984813317664,28.0,0.05314069796552062,171.24965504252256,0.3969415025203489,0.8667960967741974
160.jpg,0.4321273375288773,36.0,-0.0014098196559642181,730.5077314601668,0.031120484232815215,0.9853019047836694
161.jpg,0.3328403178007119,32.0,0.000428486636962602,1617.6737049494914,0.3797172183585644,0.8497858548572
162.jpg,0.24342190252937793,34.0,-0.005336469693607867,1236.5880145008457,0.19313548010541126,0.9638585517565225
163.jpg,0.27172510879008616,28.0,0.006112170225458427,4104.0480783760995,0.7946948252501898,0.8642691830835235
164.jpg,0.15357923709643728,20.0,0.09759902953150003,96.11338691535384,1.4109674023056868,0.7147054239716664
165.jpg,0.060379704646616066,30.0,0.21493168596197926,16452.63561292543,3.4531237292976584,0.7142583724629297
166.jpg,0.17125683210900738,38.0,0.0541402899310938,261.31252201090643,0.5427757580691832,0.85241617049449
167.jpg,0.09965437412554372,28.0,-0.01200646557970081,19948.517329495065,0.9832060883636586,0.8752811621128529
168.jpg,0.33687343091858307,32.0,0.1125779605107572,1520.0875432532919,1.6095097854558844,0.7317405081551258
169.jpg,0.3573380976312197,30.0,0.27428600455448443,3037.59814738768,2.2131401989026926,0.7130030916841852
170.jpg,0.36695469924085516,26.0,-0.001607933336245576,5666.07133552193,0.4450095357024111,0.9105300216281169
171.jpg,0.13268623812731592,38.0,0.059708111250707685,172.22574379939704,0.7173653250356438,0.8005127513885768
172.jpg,0.21651359763999756,34.0,0.0052987421376846314,17603.85365918711,1.3175770955858752,0.8337699469804293
173.jpg,0.4032252774551559,34.0,0.001783532075793823,9577.20785986096,0.22334084195972537,0.9141130064232985
174.jpg,0.07395711042901067,30.0,-0.011151636105242753,87926.03244623056,1.98832059072447,0.8751001853195218
175.jpg,0.060811567843888664,34.0,0.01241863058981969,2539.9323017981005,1.2561353183700703,0.8122436751697752
176.jpg,0.33101017361499363,32.0,0.0119435769126424,9592.151123707223,0.3697022639644274,0.8246230005296503
177.jpg,0.21313382412021656,30.0,0.06643200751892724,79.32264329962477,0.8006758823612472,0.7721881176921958
178.jpg,0.2832203073804301,36.0,0.05683045851320987,31.273636796807946,0.3677302347496152,0.8454996433978872
179.jpg,0.17171134396522028,34.0,0.10266963155197216,3576.612562025659,2.2038888158567715,0.742565063479328
180.jpg,0.1950323055663422,36.0,-0.003942194338003413,909.7952997743976,0.3267131441098172,0.9210811800844997
181.jpg,0.1496222599273851,28.0,0.08954866155158107,10174.577371294854,1.7189152173523325,0.7482295862749927
182.jpg,0.31050599085179365,34.0,-0.0018222697391652107,525.4792976965679,0.22928904920627247,0.9286691753336997
183.jpg,0.3849075848850241,24.0,0.05576894209852539,18.491690557151237,0.2208095840869646,0.8893944854534835
184.jpg,0.2912889348991432,24.0,0.04136759148630143,197.57154662846096,0.24889031823840924,0.8856915629352414
185.jpg,0.3351152710064014,28.0,0.010415416029667607,9925.967590756074,0.6497345242387382,0.8458215386872401
186.jpg,0.27748878392874665,34.0,0.07384147116089283,78.65984291418755,0.681725266011199,0.7480259893152856
187.jpg,0.22155320228683234,34.0,0.0012024806882152594,184.54756530558157,0.48645194043638185,0.8569018453515891
188.jpg,0.15589703469734087,26.0,-0.010465053535755905,25058.87452416808,0.6082282444695011,0.9315425698602416
189.jpg,0.43075925655705755,34.0,0.012661470087158634,93.34753603499198,0.16403561168408487,0.9282511576496605
190.jpg,0.04207015194960318,34.0,0.056597936718696645,25.062971128661747,0.4879251626553014,0.8357999723689821
191.jpg,0.086821069088451,28.0,0.010522468447779798,13147.54579174981,1.6833862341591157,0.827307524594971
192.jpg,0.2919401001676802,36.0,0.055972712245432064,41.4067520793761,0.4322260009648744,0.8427926338118378
193.jpg,0.2121976176861525,30.0,0.04762343996679337,3096.7096729424356,1.3907120742369443,0.8081937378543067
194.jpg,0.18194000721936512,28.0,-0.005804031690155277,8016.300646585189,0.6808203732070979,0.8904532054670043
195.jpg,0.15718607312826188,32.0,0.0045725963487198,12227.214495357723,0.8440803468693048,0.8612420772877935
196.jpg,0.3213836547843715,36.0,-0.005695335452639587,5970.508701349457,0.3467119927809108,0.9378658477870835
197.jpg,0.40142972910455693,34.0,0.05671647152413749,20.06038846141403,0.26120271934087214,0.8760023757439969
198.jpg,0.2794068486912208,34.0,0.03208937679692242,5452.3594209071125,0.5710376385322888,0.8518955461050042
199.jpg,0.4331133007692296,36.0,0.1329548314334108,16.303482075237916,0.5227311020644265,0.6825240536920815
200.jpg,0.28928016479775215,26.0,0.1203834737249283,70.46778335012968,1.206305809901096,0.6657891064043934
201.jpg,0.17017330380960247,30.0,0.02704879920010514,3395.225612501707,1.164032424974721,0.8398161472661847
202.jpg,0.20471256722275108,34.0,0.055149661912142905,442.98439189558104,0.1434309413725714,0.8984430873155532
203.jpg,0.20068805823385938,26.0,0.008085323416271111,16536.15465588253,1.2494184687384404,0.8817169724070778
204.jpg,0.14106248362671056,40.0,-0.004166238005220953,9463.824221883433,1.0267372625821736,0.8637917765778369
205.jpg,0.21747824950057323,32.0,0.056994666270634896,18.76269390630587,0.22621051002533932,0.8708041577469643
206.jpg,0.13426485785337183,38.0,0.026825256945226278,11543.128706840962,1.598863393330248,0.817272198627956
207.jpg,0.1737607515429681,36.0,0.06132041151820312,17.47044573234038,0.1568932988011511,0.8540422409862884
208.jpg,0.11539995654338722,30.0,0.002001038351007692,2226.2406271024806,0.531736243297928,0.8887376879389677
209.jpg,0.3263083994841141,32.0,0.05534466526351315,89.80589128587307,0.3162943056304357,0.8597784468099053
210.jpg,0.16907794748449134,36.0,0.05618003080730228,17.459692495625053,0.36465374982799403,0.8438451815693638
211.jpg,0.3502000198387828,30.0,-0.0026077345293729582,6420.465412338273,0.479330471745925,0.9020080259961157
212.jpg,0.11113024441771656,34.0,0.048482803843370226,732.392015181176,0.4471223019354511,0.8940977413942589
213.jpg,0.07380368263272273,40.0,-0.011618698348446858,208208.92780831078,2.5160343885654584,0.8288773567376471
214.jpg,0.15348897806784315,34.0,0.0032917668894763604,659.8389620028474,0.6308875689574052,0.8391879498145657
215.jpg,0.3162675710329076,24.0,0.053817842455283614,1413.3529395270243,0.702464598682127,0.8186948101986352
216.jpg,0.3349540218936829,34.0,0.01763093952207768,32066.928499816473,0.7698905401921365,0.8939724289844094
217.jpg,0.37986100626955666,36.0,-0.010573364964952394,28921.331294697095,0.921303310082294,0.8983662448565832
218.jpg,0.3585614829320284,22.0,0.05711056617252155,20.216517849112446,0.30136454227613285,0.8676451842907861
219.jpg,0.13828211235278542,24.0,0.04662806400381887,40276.52490371688,2.112323069013655,0.7971073125499656
220.jpg,0.32212175393588416,28.0,0.05093657712565717,382.84579728849707,0.80748852956458,0.8008026089560014
221.jpg,0.3246952506329845,26.0,-0.0037533603523239056,16420.32573871178,0.474801122531062,0.9155366624113963
222.jpg,0.15040654484383775,36.0,0.05604052971087372,27.15343445232647,0.21609794162213802,0.8822788052749666
223.jpg,0.260741641341143,32.0,0.0633715170305382,66.46480519643283,0.5969811082759406,0.7825458795677072
224.jpg,0.28241084167596286,24.0,0.03248695314608098,310.93225138261175,0.4299331282527419,0.8859179587366158
225.jpg,0.23043398282672398,30.0,0.055327515284911796,31.347628627124717,0.11351839144481346,0.9216587077436934
226.jpg,0.28374001135446564,26.0,0.023133732242785945,1129.7984157412714,0.888070528046228,0.8195616138510158
227.jpg,0.19348861650117513,32.0,-0.011878756613546149,37671.1714543877,1.2520642357703764,0.8686793413027667
228.jpg,0.14705053825145709,30.0,0.21356997705267775,62337.38319298753,3.6633423643070273,0.7706427083267819
229.jpg,0.03489563739111907,32.0,0.055892049170320514,97.28029493041319,0.5998496271058684,0.8330316929966008
230.jpg,0.3776309490888059,30.0,0.008372315162015224,94.14872319643479,0.12863519323582295,0.9261280711506865
231.jpg,0.11221426136861438,40.0,0.003328520109802975,2466.867890840816,0.898219053648063,0.8305210536766958
232.jpg,0.3988350222804725,34.0,0.025295437937275372,155.00515439964647,0.3903111001600337,0.77731615742102
233.jpg,0.32049524404516866,26.0,0.08795899688397019,60.12417608985395,0.6630545048828935,0.7555205077293444
234.jpg,0.08286071745664518,34.0,0.007842429501674974,6754.1742025019785,0.8897503803309519,0.8505862470072576
235.jpg,0.18933239636035046,34.0,0.06943703109738932,2880.8047135350525,1.2373537144740112,0.7964741163175861
236.jpg,0.38694503647967426,30.0,0.0845113004970973,17.22259599316708,0.7228264424629742,0.7106562910286089
237.jpg,0.2173331579264287,30.0,0.5208450598284068,1276.691856839817,4.115178635693155,0.5180580544484045
238.jpg,0.15738862540110185,36.0,-0.003542628657408518,1937.2484928730034,0.2847900852939347,0.9101357486360472
239.jpg,0.17269676443170437,34.0,0.08602838544012659,251.99917077849943,0.8163264190952759,0.7843580382107704
240.jpg,0.34193955481820015,32.0,0.061077721657605076,32.97629132766755,0.5906427041845745,0.7815484138134007
241.jpg,0.11683730779185655,32.0,0.040719651896724315,1500.75936675188,1.1154033462808002,0.8143622334348992
242.jpg,0.3354984366293213,36.0,0.03991651995503928,403.4198820003101,0.6751978664069611,0.7515675594822941
243.jpg,0.09485261866576745,34.0,0.0044237293999161665,4643.401563032965,1.580466898274608,0.8218214490366744
244.jpg,0.27592084235752784,20.0,0.05798588151064395,20.923172636411838,0.22480781375270453,0.8433233043937055
245.jpg,0.09966034695642699,40.0,-0.0005606562039424857,3636.9473566158294,1.0495872636092827,0.8602047712720132
246.jpg,0.2776352920884587,26.0,-0.005504797695388355,3395.7807191192765,0.8059295560815372,0.8863348523580851
247.jpg,0.24583077052436778,34.0,0.06592486650792037,47.56003380744304,0.7109047090634704,0.7508280302584295
248.jpg,0.07173672761320916,26.0,-0.005547474919289389,11585.522869435026,0.1937465656956192,0.9572642627379703
249.jpg,0.19230916502499673,36.0,0.05042232916416305,144.8367593009323,0.3838322169322055,0.8804732648268743
250.jpg,0.33062423271669716,36.0,0.0020007925798451965,1550.3735017158472,0.35930198540518177,0.8702529322507272
251.jpg,0.27211801634681115,30.0,0.05735712440566758,18.80098442800953,0.4640811629324162,0.805827351251327
252.jpg,0.33704925515764866,34.0,-0.0019160420856146258,9698.288813557687,0.09276070233318023,0.9486734585927257
253.jpg,0.19057046944827663,34.0,0.05835107976815715,18.018696239418546,0.3135982946114382,0.8206866468665713
254.jpg,0.16371552420580124,36.0,0.0037490389064408105,17004.67279523193,1.33538017841056,0.8365445329696423
255.jpg,0.11047605372832767,36.0,0.0555138181073076,203.1044443978103,0.30359569352003746,0.8632287295158639
256.jpg,0.13601932154012145,28.0,0.060536668072221966,2023.1872667397652,1.5395092654798646,0.7723100505707811
257.jpg,0.09725649730312631,32.0,0.09431104827767511,1926.647703167442,1.7530728325655218,0.7549579626221592
258.jpg,0.37945592789918603,46.0,-0.007872742950503126,2926.7483578088936,0.2385963254928356,0.9437312541948379
259.jpg,0.38917735301889333,32.0,0.05164395203391277,162.56518533493934,0.26252734166337177,0.8642788397689144
260.jpg,0.2714476282496848,26.0,0.07462588394421463,62.544523915509735,0.5173351718622143,0.7672980566983462
261.jpg,0.17266588293809973,36.0,0.02911333498079853,191.50984200010637,1.1547613456932595,0.7657533432673045
262.jpg,0.0939198567061029,32.0,0.048555261070486695,7914.69909496675,1.8304182234569453,0.8037388903381079
263.jpg,0.2783478954751322,38.0,0.05624114296307776,19.62846613286062,0.17147282247060502,0.894310272798499
264.jpg,0.12557623492881032,30.0,0.1645775974681661,3098.788975099819,2.655055246781558,0.7180123217192527
265.jpg,0.16326618735057322,26.0,0.25993342781753553,9624.0108932883,3.471124738221988,0.6882246840771661
